ID,Comment Text,Translated
2329,짐승만도 못한 짓을 했노ㅋㅋㅋㅋㅋ<br>30살이 15살한테 볼뽀뽀(소아성애자)<br>김새론 죽음 이후 파티(제정신인가?)<br>허위사실 유포 강력한 법적대응(어디서 본건 있노?),"Đồ cầm thú ㅋㅋㅋㅋ<br>30 tuổi đi hôn má đứa 15 tuổi (thằng biến thái)<br>Kim Sae Ron chết xong mở tiệc (mấy người có tỉnh táo không vậy?)<br>Phát tán tin giả, mạnh tay xử lý theo pháp luật (học đòi ở đâu đấy?)
"
2330,(어디서 본건 있노?) ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌ,"(Chắc học lỏm được ở đâu đấy hả?) vãi ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌ
"
2331,원빈이 왜 울엇는지 인제서야 알게됨,"Giờ tôi mới biết tại sao Won Bin lại khóc.
"
2332,저두... 왜 저렇게까지 울지? 했는데 장례식장에서 이런 저런 얘기 들은건가 싶네요...... ㅠㅠ 진짜 열받아,Mình cũng...tự hỏi sao lại khóc đến mức đó? Nghe mấy chuyện này chuyện kia ở tang lễ nên vậy chăng......ㅠㅠ Thật sự phát điên lên được.
2333,​@@bbbooyo원빈이 연기를 못하는 편이 아닌데 왜 이런저런 러브콜에 다 거절 놓겠수,"ờ diễn xuất không tệ, sao lại từ chối hết lời mời thế nhỉ"
2334,차라리 원빈한테 연락하지 ㅠ 원빈이 왜 광고만 찍고 연예계생활 더러워서 안하는지 알겟음,"Ít ra thì liên lạc với Won Bin còn hơn ㅠ Giờ thì tôi hiểu vì sao Won Bin chỉ đóng quảng cáo thôi, ảnh chán ghét cái giới giải trí này rồi nên không làm nữa.
"
2335,@@RealBigMan91 정말요 마더에서의 연기 너무 최고였었는데..,"@ Thật á? Diễn xuất của anh ấy trong Mother đỉnh thật sự.
"
2336,아 욕나옴,"Á đù, bực mình vãi.
"
2337,김새론은 어려서 그렇다지만 가족들이 답답했네요.  아무리 사귀는 사이라도 회사의 일을 했다면 거기에 대한 보상을 요구하거나 직위를 요구했어야지 무료로 봉사하고 쓸모 없어지니 퇴출 ㅠㅠ  참  너무 야비하다.,"Kim Sae Ron còn nhỏ tuổi thì có thể thông cảm, nhưng gia đình cô ấy thật ngốc nghếch. Dù là quan hệ yêu đương, nếu đã làm việc cho công ty thì phải yêu cầu được trả công hoặc một vị trí nào đó chứ. Đằng này lại đi phục vụ miễn phí, đến khi hết giá trị lợi dụng thì bị đá. Haizz, thật quá hèn hạ."
2338,"그래 뭐 법적으로는 잘못한게 없다 치자 빵빵하게 최고급 변호인단 선임해서 처벌은 안받는다 치자. 이미지로 먹고사는데, 도의적으로 넌 빵점이다. 도덕적으로 옹호 받을 수 없는 행동들을 했다. 법적 처벌을 피하기 위해 변호인단 조언 따라 아니라고 발뺌한순간, 도덕적으로 나락감. 인정할건 인정하는 모습이라도 보이던가 ㅉㅉ","Ừ thì cho là về mặt pháp luật không làm gì sai đi. Cho là thuê hẳn đội ngũ luật sư cao cấp nhất nên không bị xử phạt đi. Ăn nhau là ở cái hình tượng, về mặt đạo nghĩa thì mày trượt vỏ chuối rồi. Đã làm những hành động không thể được ủng hộ về mặt đạo đức. Để mà né tránh xử phạt pháp luật mà nghe theo lời khuyên của luật sư, chối đây đẩy thì khoảnh khắc đó mày xuống địa ngục về mặt đạo đức rồi. Ít ra thì cũng phải tỏ ra là biết thừa nhận cái gì cần thừa nhận đi chứ. Tạch tạch."
2339,이게 정말 사실이라면 충격이고 너무 가엽고 맘아프네여 어린 새론이한텐 전부 였을텐데 어릴때는 이사랑이 세상 전부고 헤어지면 죽을것같고 그러잖아요ㅜㅜ 너무 힘들어서 술많이 먹고 그래서 실수도 하고ㅜㅜ<br>생판 남인 나도 이리 가여운데 무섭네요,"Nếu đây là sự thật thì thật sốc, thấy thương và đau lòng quá. Tình yêu đó chắc hẳn là tất cả đối với Kim Sae Ron khi còn nhỏ. Lúc nhỏ, tình yêu là tất cả thế giới, chia tay thì cứ như chết đi sống lại vậy. Chắc vì quá mệt mỏi nên uống nhiều rượu rồi gây ra sai lầm. Người dưng như tôi còn thấy xót xa thế này, thật đáng sợ.
"
2340,내 인생 최악의 연예인 사건이네,"Đây là vụ bê bối người nổi tiếng tồi tệ nhất trong cuộc đời tôi.
"
2341,최악중에 최악인듯 나도 이보다 더한건 보질못했다,"Có lẽ đây là điều tồi tệ nhất trong những điều tồi tệ nhất. Tôi cũng chưa từng thấy điều gì tệ hơn thế này.
"
2342,살려달라는데 진짜 남이 봐도 눈물난다<br>갚겠다고 기다려달라고 했는데도<br>니가 악마지 사람새끼냐<br>새론아 아 너무 불쌍해서 어쩌니 ㅠㅠ,"Nhìn mà muốn kêu cứu, người ngoài nhìn vào cũng thấy muốn khóc.
Nói sẽ trả mà cũng xin chờ đợi rồi,
Mày là ác quỷ chứ có phải con người đâu.
Sae Ron à, thương em quá phải làm sao đây ㅠㅠ
"
2343,어둠은 빛을 이길수 없고 거짓은 진실을 이길수 없다,"Bóng tối không thể thắng được ánh sáng và dối trá không thể thắng được sự thật.
"
2344,15~16세 미성년자 소아성애자<br>범죄자 김수현 ㄷㄷㄷ,"Kim Soo Hyun tội phạm ấu dâm vị thành niên 15~16 tuổiㄷㄷㄷ
"
2345,김수현같은 남자가 돈이 많아서 너무 괴로워요… 걔 돈 더 안 벌면 좋겠당 ㅎ,"Một người đàn ông như Kim Soo-hyun có quá nhiều tiền khiến tôi thấy khổ sở... Ước gì anh ta đừng kiếm thêm tiền nữa ㅎ
"
2346,이모님 말투달라지셨는데... 골든에서 전화오신건아니겠쥬?,Ủa dì ơi giọng khác thế... Hay là có người gọi từ Golden tới vậy?
2347,부자들이 소송걸면..개인은 겁나고 무섭고.. 대응할라면 돈엄청깨져서  ...,"Khi người giàu kiện, cá nhân sẽ thấy sợ hãi và kinh hoàng... Để đối phó thì tốn rất nhiều tiền...
"
2348,What a messssssssssss ...RIP KIM SAERON,Thật là một mớ hỗn độn... Yên nghỉ nhé Kim Sae Ron
2349,감사합니다 ^^,"Cảm ơn bạn ^^
"
2350,너무 충격이다 개쉐키중에 개쉐키네,Quá sốc. Đúng là đồ chó má.
2351,아저씨2네 스토리가,Câu chuyện của chú già 2 à
2352,잘가,"Tạm biệt.
"
2353,수현이놈은 사람새끼가 아니무니다.....,Thằng Su-hyun không phải là con người
2354,어린애가 어떻게든 살아보겠다고 아등바등 애쓰는걸….,Một đứa trẻ cố gắng sống sót bằng mọi cách...
2355,도매니저 끝났네,"Quản lý Do đã hết rồi.
"
2356,사람새끼냐 진짜,Đồ súc sinh.
2357,혼자 얼마나 힘들었을까 싶어요 ㅠㅠㅠㅠ 진짜 너무 안타깝다 …,"Chắc hẳn đã cô đơn và khó khăn lắm nhỉ ㅠㅠㅠㅠ Thật sự quá xót xa …
"
2358,위장 우파들 다 끌어내리자,Hãy lôi hết lũ cánh hữu ngụy tạo xuống.
2359,김수현도 능지가 딸리는 게 본인이 끝까지 이미지 깨끗한 척 고상한 척 벌어먹고 싶었으면 7억은 눈 감아줘야 하는 게 맞는데 뭔 심보가 들어서 김새론이 입이 없는 것도 아니고 증거가 저렇게 많은데 7억을 나몰라라 냅다 갚으라고 하냐,"Đúng là Kim Soo Hyun cũng hơi thiếu khôn ngoan, nếu muốn giữ hình tượng trong sạch, cao thượng đến cùng để kiếm ăn thì nên tặc lưỡi cho qua 700 triệu won mới phải, không biết tâm địa kiểu gì mà Kim Sae Ron cũng đâu phải không có miệng, bằng chứng thì nhiều như thế kia mà lại làm lơ, nhất quyết bắt người ta phải trả 700 triệu won cho bằng được."
2360,대박.... 사진..,"Đỉnh thật.... Ảnh...
"
2361,😢,
2362,"in english they say disgusting, in indonesia we&#39;d say najis","Trong tiếng Anh họ nói ""disgusting"", trong tiếng Indonesia chúng tôi sẽ nói ""najis"".
"
2363,어리버리 바른 이미지 다 가식이었나요?....,"Hình tượng ngây ngô, chính trực kia đều là giả tạo sao?....
"
2364,근데 저 사진 김새론 몇살 때 찍은 사진임?,"Ảnh này chụp Kim Sae Ron lúc mấy tuổi vậy?
"
2365,16살때 로 알고있어요.,"Tôi biết là khoảng 16 tuổi.
"
2366,김새론 넘 불쌍해요. 넘 마음 아파요.,Kim Sae Ron đáng thương quá. Đau lòng quá đi.
2367,어리버리 바른 이미지 다 가식이었나요?....,"Hình tượng ngây ngô, chính trực kia đều là giả tạo sao?....
"
2368,김수현 그 인기에 맘만 먹으면 어떤 여자도 만났을텐데 왜 나이 어린 학생을 만나. 진짜 ㅂㅌ,"Với cái độ nổi tiếng của Kim Soo Hyun, nếu anh ta muốn thì gặp ai mà chẳng được, sao lại đi gặp một nữ sinh trẻ tuổi làm gì. Đúng là biến thái."
2369,세상에~ <br>가녀리고 한때 이뻐하던 동생이 난처해서 벼랑끝에 서있는데 사람맞나?<br>저런새끼를 국민들이 이뻐했다고 😭😭😭,"Ôi trời~
Người em gái nhỏ bé, yếu đuối mà mình từng yêu quý đang khó xử, đứng trên bờ vực mà không ai giúp đỡ sao?
Loại người như vậy mà trước đây được người dân yêu thích đấy."
2370,김수현 ㅅㅂ,"Kim Soo Hyun chết tiệt.
"
2371,가로세로연구소는 정의다💪,"Viện Nghiên cứu Dọc và Ngang là công lý.
"
2372,진짜 멍청하다고 해야할까 오히려 입막음으로 돈이라도 챙겨주지 착해서 뭔짓 안할거알아서 기자이용해서 아예 복귀못하게 짓누르기만 한거?앞에서는 어리바리 매너좋은척 본모습은 소아성애자 사탄 우웩<br>역시 연예인은 소비해주는거 아님,"Thật sự phải nói là ngu ngốc hay là nên bịt miệng bằng tiền cho xong. Vì biết là người hiền lành sẽ không làm gì nên lợi dụng giới báo chí để chèn ép cho không thể quay lại luôn? Trước mặt thì giả vờ ngơ ngác tốt bụng, bản chất thật là bọn ấu dâm Satan ghê tởm.
Đúng là không nên tốn tiền cho lũ nghệ sĩ làm gì."
2373,이러면 김새론 말고 다른 미성년자 나올 때 됐다,Thế này thì sắp tới lại có người nổi tiếng vị thành niên khác dính phốt như Kim Sae Ron thôi.
2374,사진에 옷 판매시기 이야기 댓글들이 많고 저 사진이 성인때라던 댓글에 대댓을 달았는데 사라졌네요? 소속사 알바들이신가요?? 그럼 일 더 만드는거 아닌가?? 그럴수록 더 많은 증거들이 나올텐데 소속사는 그걸 원하는건가??  이상황들이 참 안타까울뿐이네..<br>김새론이 가엽다..하..,"Sao nhiều bình luận về thời điểm bán quần áo trong ảnh thế, tôi trả lời bình luận nói rằng ảnh đó là lúc trưởng thành rồi mà bị xóa rồi? Có phải nhân viên công ty quản lý không đấy?? Thế thì chẳng phải là tự tạo thêm việc à?? Càng như thế thì càng có nhiều bằng chứng được đưa ra thôi, công ty quản lý muốn thế à?? Tình hình này thật đáng tiếc...<br>Thương Kim Sae Ron quá.. ha..
"
2375,이러말 그렇다만 아버지 못지않네.디카프리오도 울고 가겠다.,"Nếu chỉ xét về điều này thì anh ta chẳng hề thua kém gì người cha cả. Đến cả DiCaprio cũng phải khóc thét lên mất.
"
2376,고영욱은 양반이네. 15살짜리를 6년 후덜덜하네. 게다가 안사귀었다고 오리발.,So với vụ này thì Go Young Wook còn là người tử tế chán. 15 tuổi mà 6 năm trời thì hãi hùng thật. Đã thế còn chối đây đẩy bảo là không hẹn hò.
2377,wah ini dibahas detail banget hopely saeron dapet keadilan dan namanya jd bersih lagi gua kira kalo ini diungkap pas mendiang masih ada netijen juga ga akan ada yang percaya,"Wah, cái này được bàn luận chi tiết thật. Hy vọng Saeron sẽ nhận được công bằng và danh tiếng của cô ấy sẽ được trong sạch trở lại. Tui cứ nghĩ nếu điều này được tiết lộ khi người đã khuất còn sống thì cư dân mạng cũng sẽ không ai tin đâu.
"
2378,Kira kira ada versi bahasa Indonesianya kah ya?,"Có bản tiếng Indonesia không nhỉ?
"
2379,연인이 아니었더라도 본인 소속사였는데. 사실이라면 진짜 연기자네,"Dù không phải người yêu thì cũng là người thuộc công ty quản lý của mình mà. Nếu là thật thì đúng là diễn viên thực thụ.
"
2380,Kể tui nghe với,"Kể cho tôi nghe với.
"
2381,Not respect with somen 👎👎👎,Không tôn trọng người nào đó
2382,15년동안 잠수탄 원빈도<br>조문 왔는데 김수현 안오는거 보고 소름😮,"Ngay cả Won Bin, người đã lặn mất tăm 15 năm, còn đến viếng mà Kim Soo Hyun lại không đến, nổi cả da gà.
"
2383,잠수 원빈 ㅋ,"Tàng hình như Won Bin ㅋㅋ
"
2384,김새론이 본인 생일 날 목숨을 끊었으면 미안하고 불안하고 여러가지 죄책감이 밀려와야 그나마 사람소리 들을텐데.. 장례식도 안가고 일주일도 안되서 지드래곤 파티에 가서 신나게 놀았다는게.. 온갓 착하고 순수한 표정은 다하고서 진짜 무섭다 무서워.,"Nếu Kim Sae Ron tự tử vào đúng ngày sinh nhật của mình thì ít nhất cũng phải cảm thấy có lỗi, bất an và đủ loại tội lỗi dằn vặt thì mới đáng được gọi là người... Đằng này đến đám tang cũng không đi, chưa được một tuần đã đến tiệc của G-Dragon và vui vẻ nhảy nhót... Lúc nào cũng tỏ ra tốt bụng và ngây thơ nhưng thật đáng sợ, thật đáng sợ.
"
2385,아...레알?;;;소시오패스네... 그냥 나쁜사람인줄알았는데 ..;;;난 김수현이 장례식장에도 간줄알았더니 ㅠ..<br>아이고;;;고영욱보다 더 무서운 범죄자네;;;이수가 천사처럼 보일지경이야,À...thật á?;;; Đúng là социопат (kẻ chống đối xã hội) rồi... Tưởng chỉ là người xấu thôi chứ ..;;; Tớ còn tưởng Kim Soo Hyun đã đến cả nhà tang lễ chứ ㅠ..<br>Trời ơi;;; Tội phạm này còn đáng sợ hơn cả Go Young Wook nữa;;; Đến mức Lee Soo trông như thiên thần luôn ấy
2386,​@@진강현-c1x진짜 소시오패스,@ -c1x đúng là đồ социопат
2387,"설마 김지원도 넘어간건 아닌지 ,, ㅠㅠ","Chẳng lẽ Kim Ji Won cũng bị lừa rồi sao,,ㅠㅠ
"
2388,@@heekyeonghan3314성인여자는 관심없을듯 ㅋㅋ,"Chắc chẳng ai quan tâm đâu haha.
"
2389,No lo puedo creer. Que falta de conciencia por parte de Kim Soo Hyun,"Không thể tin được. Kim Soo Hyun thật thiếu ý thức.
"
2390,그리고 보니까 지금도 소속 애한테나 한 명한테 그렇게 하는 거 아니야? 이런 일이 또 생기게 하지 마,"Và xem ra bây giờ chẳng phải vẫn đối xử như vậy với gà nhà hay chỉ một người thôi sao? Đừng để chuyện này xảy ra nữa.
"
2391,아니 조카가 이렇게 억울한 일로 저세상에 갔는데 어떻게 그쪽 입장에는 그럴 수 있죠라뇨… 조카의 전체를 부정하고 모욕하고 매도한 쪽을 그럴 수 있다고 할수가 있나요…. 어떤 회유를 받더라도 끝까지 밀고가셔야죠 불쌍한 아이 두번 죽이면 안됩니다 ㅠ,"Không thể nào chấp nhận được cái kiểu nói ""sao lại có thể như vậy từ phía họ"" khi cháu tôi đã phải lìa đời vì một chuyện oan ức như thế này... Làm sao có thể bênh vực những kẻ đã phủ nhận, sỉ nhục và phỉ báng toàn bộ con người cháu tôi như vậy chứ...? Dù có bị dụ dỗ thế nào đi nữa cũng phải kiên quyết đến cùng, không thể để đứa trẻ đáng thương phải chết oan thêm lần nữa ㅠ
"
